course_title,course_organization,course_Certificate_type,course_rating,course_difficulty,course_students_enrolled
Introduction to User Experience Design,Georgia Institute of Technology,COURSE,4.5,Beginner,87000
Introduction to Operations Management,University of Pennsylvania,COURSE,4.5,Mixed,87000
Biology Meets Programming: Bioinformatics for Beginners,University of California San Diego,COURSE,4.4,Beginner,88000
Understanding Einstein: The Special Theory of Relativity,Stanford University,COURSE,4.9,Beginner,89000
Data Science Methodology,IBM,COURSE,4.6,Beginner,89000
Foundations of Positive Psychology,University of Pennsylvania,SPECIALIZATION,4.8,Beginner,89000
Business Strategy,University of Virginia,SPECIALIZATION,4.7,Beginner,89000
Front-End Web UI Frameworks and Tools: Bootstrap 4,The Hong Kong University of Science and Technology,COURSE,4.8,Intermediate,89000
Terrorism and Counterterrorism: Comparing Theory and Practice,Universiteit Leiden,COURSE,4.8,Beginner,90000
A Law Student's Toolkit,Yale University,COURSE,4.7,Mixed,91000
Bayesian Statistics: From Concept to Data Analysis,"University of California, Santa Cruz",COURSE,4.8,Intermediate,91000
Organizational Leadership,Northwestern University,SPECIALIZATION,4.7,Intermediate,92000
Google IT Automation with Python,Google,PROFESSIONAL CERTIFICATE,4.7,Beginner,93000
Marketing Mix Implementation,IE Business School,SPECIALIZATION,4.6,Beginner,93000
Agile Development,University of Virginia,SPECIALIZATION,4.7,Beginner,94000
What is Social?,Northwestern University,COURSE,4.6,Mixed,94000
Negociación exitosa: Estrategias y habilidades esenciales (en español),University of Michigan,COURSE,4.8,Mixed,95000
Build a Modern Computer from First Principles: From Nand to Tetris (Project-Centered Course),Hebrew University of Jerusalem,COURSE,4.9,Mixed,95000
Data Visualization with Tableau,"University of California, Davis",SPECIALIZATION,4.5,Beginner,96000
Inspired Leadership,Case Western Reserve University,SPECIALIZATION,4.7,Intermediate,97000
Design and Make Infographics (Project-Centered Course),Michigan State University,COURSE,4.7,Mixed,97000
Geographic Information Systems  (GIS),"University of California, Davis",SPECIALIZATION,4.8,Beginner,97000
"Applied Plotting, Charting & Data Representation in Python",University of Michigan,COURSE,4.6,Intermediate,97000
Human Resource Management: HR for People Managers,University of Minnesota,SPECIALIZATION,4.7,Beginner,98000
Investment Management,University of Geneva,SPECIALIZATION,4.7,Beginner,99000
Cybersecurity,"University of Maryland, College Park",SPECIALIZATION,4.5,Intermediate,99000
Introduction to Data Analysis Using Excel,Rice University,COURSE,4.7,Mixed,99000
Data Analysis and Interpretation,Wesleyan University,SPECIALIZATION,4.4,Beginner,100000
Game Design and Development,Michigan State University,SPECIALIZATION,4.7,Intermediate,100000
The Strategy of Content Marketing,"University of California, Davis",COURSE,4.5,Intermediate,100000
"TESOL Certificate, Part 1: Teach English Now!",Arizona State University,SPECIALIZATION,4.9,Beginner,100000
Introducción a la programación en Python I: Aprendiendo a programar con Python,Pontificia Universidad Católica de Chile,COURSE,4.4,Beginner,100000
Nutrición y obesidad: control de sobrepeso,Universidad Nacional Autónoma de México,COURSE,4.8,Beginner,100000
Financial Engineering and Risk Management Part I,Columbia University,COURSE,4.6,Mixed,100000
Moral Foundations of Politics,Yale University,COURSE,4.8,Mixed,100000
Strategic Leadership and Management,University of Illinois at Urbana-Champaign,SPECIALIZATION,4.7,Beginner,100000
Software Product Management,University of Alberta,SPECIALIZATION,4.6,Beginner,110000
"English for Science, Technology, Engineering, and Mathematics",University of Pennsylvania,COURSE,4.8,Beginner,110000
Entrepreneurship,University of Pennsylvania,SPECIALIZATION,4.8,Beginner,110000
Databases and SQL for Data Science,IBM,COURSE,4.7,Beginner,110000
Business Statistics and Analysis,Rice University,SPECIALIZATION,4.7,Beginner,110000
Tricky American English Pronunciation,"University of California, Irvine",COURSE,4.7,Beginner,110000
AWS Fundamentals: Going Cloud-Native,Amazon Web Services,COURSE,4.7,Beginner,110000
Electronic Music Production,Berklee College of Music,SPECIALIZATION,4.8,Intermediate,110000
Cloud Computing,University of Illinois at Urbana-Champaign,SPECIALIZATION,4.4,Intermediate,110000
Fundamentals of Quantitative Modeling,University of Pennsylvania,COURSE,4.6,Mixed,110000
Sexualidad...mucho más que sexo,Universidad de los Andes,COURSE,4.8,Beginner,110000
Data Analysis with Python,IBM,COURSE,4.7,Beginner,110000
Econometrics: Methods and Applications,Erasmus University Rotterdam,COURSE,4.7,Mixed,110000
Dynamic Public Speaking,University of Washington,SPECIALIZATION,4.7,Beginner,110000
Python Basics,University of Michigan,COURSE,4.8,Beginner,110000
Achieving Personal and Professional Success,University of Pennsylvania,SPECIALIZATION,4.7,Beginner,110000
Introduction to Electronics,Georgia Institute of Technology,COURSE,4.7,Mixed,110000
Gamification,University of Pennsylvania,COURSE,4.8,Mixed,110000
Fundamentos de Finanzas Empresariales,Universidad de los Andes,COURSE,4.8,Beginner,110000
Introduction to the Biology of Cancer,Johns Hopkins University,COURSE,4.8,Beginner,110000
Fundamentals of Project Planning and Management,University of Virginia,COURSE,4.7,Beginner,120000
Creative Writing: The Craft of Plot,Wesleyan University,COURSE,4.7,Mixed,120000
Code Yourself! An Introduction to Programming,The University of Edinburgh,COURSE,4.7,Beginner,120000
Business English Communication Skills,University of Washington,SPECIALIZATION,4.7,Intermediate,120000
Robotics,University of Pennsylvania,SPECIALIZATION,4.4,Beginner,120000
Google Cloud Platform Big Data and Machine Learning Fundamentals,Google Cloud,COURSE,4.6,Intermediate,120000
What Is Contemporary Art?,The Museum of Modern Art,COURSE,4.7,Beginner,120000
Learn to Speak Korean 1,Yonsei University,COURSE,4.9,Beginner,120000
Machine Learning with Python,IBM,COURSE,4.7,Intermediate,120000
Management of Fashion and Luxury Companies,Università Bocconi,COURSE,4.7,Mixed,120000
Understanding Research Methods,SOAS University of London,COURSE,4.5,Mixed,120000
Data Engineering with Google Cloud,Google Cloud,PROFESSIONAL CERTIFICATE,4.6,Intermediate,120000
The DIY Musician,Berklee College of Music,SPECIALIZATION,4.8,Beginner,120000
Data-driven Decision Making,PwC,COURSE,4.6,Beginner,120000
"Data Engineering, Big Data, and Machine Learning on GCP",Google Cloud,SPECIALIZATION,4.6,Intermediate,120000
Miracles of Human Language: An Introduction to Linguistics,Universiteit Leiden,COURSE,4.7,Beginner,120000
Tools for Data Science,IBM,COURSE,4.6,Beginner,120000
Android App Development,Vanderbilt University,SPECIALIZATION,4.5,Beginner,120000
Web Applications for Everybody,University of Michigan,SPECIALIZATION,4.8,Intermediate,120000
Introdução à Ciência da Computação com Python Parte 1,Universidade de São Paulo,COURSE,4.9,Beginner,120000
The Power of Microeconomics: Economic Principles in the Real World,"University of California, Irvine",COURSE,4.7,Mixed,120000
Learn English: Intermediate Grammar,"University of California, Irvine",SPECIALIZATION,4.7,Intermediate,120000
Model Thinking,University of Michigan,COURSE,4.8,Mixed,130000
Data Visualization and Communication with Tableau,Duke University,COURSE,4.7,Mixed,130000
AWS Fundamentals,Amazon Web Services,SPECIALIZATION,4.6,Beginner,130000
Introduction to Corporate Finance,University of Pennsylvania,COURSE,4.6,Mixed,130000
"The Modern World, Part One: Global History from 1760 to 1910",University of Virginia,COURSE,4.8,Beginner,130000
Understanding the Brain: The Neurobiology of Everyday Life,The University of Chicago,COURSE,4.9,Beginner,130000
English for Journalism,University of Pennsylvania,COURSE,4.8,Mixed,130000
Social Media Marketing,Northwestern University,SPECIALIZATION,4.6,Beginner,130000
"Divide and Conquer, Sorting and Searching, and Randomized Algorithms",Stanford University,COURSE,4.8,Intermediate,130000
"Cameras, Exposure, and Photography",Michigan State University,COURSE,4.7,Mixed,130000
Epidemiology: The Basic Science of Public Health,The University of North Carolina at Chapel Hill,COURSE,4.6,Mixed,130000
The Addicted Brain,Emory University,COURSE,4.6,Beginner,130000
The Bits and Bytes of Computer Networking,Google,COURSE,4.7,Beginner,130000
A Crash Course in Data Science,Johns Hopkins University,COURSE,4.5,Mixed,130000
How To Create a Website in a Weekend! (Project-Centered Course),The State University of New York,COURSE,3.3,Mixed,140000
IBM AI Engineering,IBM,PROFESSIONAL CERTIFICATE,4.6,Intermediate,140000
Cybersecurity and Its Ten Domains,University System of Georgia,COURSE,4.2,Beginner,140000
Data Science Math Skills,Duke University,COURSE,4.5,Beginner,140000
Data Mining,University of Illinois at Urbana-Champaign,SPECIALIZATION,4.4,Intermediate,140000
Introducción a Data Science: Programación Estadística con R,Universidad Nacional Autónoma de México,COURSE,4.7,Beginner,140000
Data Warehousing for Business Intelligence,University of Colorado System,SPECIALIZATION,4.5,Advanced,140000
Science of Exercise,University of Colorado Boulder,COURSE,4.8,Beginner,140000
"GIS, Mapping, and Spatial Analysis",University of Toronto,SPECIALIZATION,4.8,Beginner,140000
Mathematics for Machine Learning: Linear Algebra,Imperial College London,COURSE,4.7,Beginner,140000
Digital Product Management,University of Virginia,SPECIALIZATION,4.7,Beginner,140000
Full-Stack Web Development with React,The Hong Kong University of Science and Technology,SPECIALIZATION,4.7,Intermediate,140000
Creative Writing,Wesleyan University,SPECIALIZATION,4.6,Beginner,140000
Introduction to Personal Branding,University of Virginia,COURSE,4.4,Beginner,140000
Writing in the Sciences,Stanford University,COURSE,4.9,Beginner,140000
Creative Problem Solving,University of Minnesota,COURSE,4.3,Mixed,140000
Dog Emotion and Cognition,Duke University,COURSE,4.6,Mixed,150000
Applied Machine Learning in Python,University of Michigan,COURSE,4.6,Intermediate,150000
Full Stack Web and Multiplatform Mobile App Development,The Hong Kong University of Science and Technology,SPECIALIZATION,4.7,Intermediate,150000
Fundamentos de Excel para Negocios,Universidad Austral,COURSE,4.7,Beginner,150000
Introduction to Engineering Mechanics,Georgia Institute of Technology,COURSE,4.7,Mixed,150000
Interaction Design,University of California San Diego,SPECIALIZATION,4.5,Intermediate,150000
Arizona State University TESOL,Arizona State University,PROFESSIONAL CERTIFICATE,4.9,Beginner,150000
De-Mystifying Mindfulness,Universiteit Leiden,COURSE,4.8,Beginner,150000
"Introduction to TensorFlow for Artificial Intelligence, Machine Learning, and Deep Learning",deeplearning.ai,COURSE,4.7,Intermediate,150000
Algorithms,Stanford University,SPECIALIZATION,4.8,Intermediate,150000
Mathematics for Machine Learning,Imperial College London,SPECIALIZATION,4.6,Beginner,150000
Introduction to Classical Music,Yale University,COURSE,4.9,Mixed,150000
Viral Marketing and How to Craft Contagious Content,University of Pennsylvania,COURSE,4.7,Mixed,150000
"Creatividad, diseño e innovación: Técnicas y herramientas",Arizona State University,SPECIALIZATION,4.7,Beginner,150000
Business and Financial Modeling,University of Pennsylvania,SPECIALIZATION,4.5,Beginner,160000
Java Programming: Solving Problems with Software,Duke University,COURSE,4.6,Beginner,160000
SQL for Data Science,"University of California, Davis",COURSE,4.6,Beginner,160000
Photography Basics and Beyond: From Smartphone to DSLR,Michigan State University,SPECIALIZATION,4.7,Beginner,160000
Learn SQL Basics for Data Science,"University of California, Davis",SPECIALIZATION,4.6,Beginner,160000
Introduction to Big Data,University of California San Diego,COURSE,4.6,Mixed,160000
Introduction to Probability and Data,Duke University,COURSE,4.7,Beginner,160000
TensorFlow in Practice,deeplearning.ai,SPECIALIZATION,4.7,Intermediate,170000
How Things Work: An Introduction to Physics,University of Virginia,COURSE,4.8,Intermediate,170000
Python for Data Science and AI,IBM,COURSE,4.6,Beginner,170000
Responsive Website Development and Design,"Goldsmiths, University of London",SPECIALIZATION,4.5,Beginner,170000
Executive Data Science,Johns Hopkins University,SPECIALIZATION,4.5,Beginner,170000
Functional Programming Principles in Scala,École Polytechnique Fédérale de Lausanne,COURSE,4.8,Intermediate,170000
Medical Neuroscience,Duke University,COURSE,4.9,Advanced,170000
Positive Psychology,The University of North Carolina at Chapel Hill,COURSE,4.7,Mixed,180000
Fundamentals of Music Theory,The University of Edinburgh,COURSE,4.6,Beginner,180000
Fashion as Design,The Museum of Modern Art,COURSE,4.8,Beginner,180000
Basic Statistics,University of Amsterdam,COURSE,4.6,Beginner,180000
Initiating and Planning Projects,"University of California, Irvine",COURSE,4.7,Mixed,180000
Aprendiendo a aprender: Poderosas herramientas mentales con las que podrás dominar temas difíciles (Learning How to Learn),University of California San Diego,COURSE,4.9,Beginner,180000
Learn to Program: The Fundamentals,University of Toronto,COURSE,4.8,Beginner,180000
The Power of Macroeconomics: Economic Principles in the Real World,"University of California, Irvine",COURSE,4.6,Mixed,180000
Vital Signs: Understanding What the Body Is Telling Us,University of Pennsylvania,COURSE,4.8,Mixed,190000
Project Launch,"University of California, Irvine",COURSE,4.7,Beginner,190000
Étudier en France: French Intermediate course B1-B2,École Polytechnique,COURSE,4.8,Intermediate,190000
Advanced Machine Learning,National Research University Higher School of Economics,SPECIALIZATION,4.5,Advanced,190000
Psychological First Aid,Johns Hopkins University,COURSE,4.8,Mixed,190000
Fundamentals of Computing,Rice University,SPECIALIZATION,4.8,Beginner,200000
Think Again I: How to Understand Arguments,Duke University,COURSE,4.6,Beginner,200000
English Composition I,Duke University,COURSE,4.6,Beginner,200000
Excel Skills for Business: Essentials,Macquarie University,COURSE,4.9,Beginner,200000
Aprender,Universidad Nacional Autónoma de México,COURSE,4.8,Mixed,200000
Introduction to Financial Accounting,University of Pennsylvania,COURSE,4.7,Mixed,200000
Guitar for Beginners,Berklee College of Music,COURSE,4.8,Mixed,210000
Become a CBRS Certified Professional Installer by Google,Google - Spectrum Sharing,COURSE,4.9,Mixed,210000
Data Science: Statistics and Machine Learning,Johns Hopkins University,SPECIALIZATION,4.4,Intermediate,210000
COVID-19 Contact Tracing,Johns Hopkins University,COURSE,4.9,Beginner,220000
Leading People and Teams,University of Michigan,SPECIALIZATION,4.7,Beginner,220000
Using Databases with Python,University of Michigan,COURSE,4.8,Mixed,220000
Data Analysis and Presentation Skills: the PwC Approach,PwC,SPECIALIZATION,4.6,Beginner,220000
Functional Programming in Scala,École Polytechnique Fédérale de Lausanne,SPECIALIZATION,4.7,Intermediate,220000
Contabilidad para no contadores,Universidad Nacional Autónoma de México,COURSE,4.7,Beginner,220000
Applied Data Science,IBM,SPECIALIZATION,4.6,Beginner,220000
Statistics with R,Duke University,SPECIALIZATION,4.7,Beginner,220000
Algorithmic Toolbox,University of California San Diego,COURSE,4.7,Intermediate,220000
Structuring Machine Learning Projects,deeplearning.ai,COURSE,4.8,Beginner,220000
Introduction to Marketing,University of Pennsylvania,COURSE,4.8,Mixed,220000
IBM Applied AI,IBM,PROFESSIONAL CERTIFICATE,4.6,Beginner,220000
Introduction to HTML5,University of Michigan,COURSE,4.7,Mixed,220000
Social Psychology,Wesleyan University,COURSE,4.7,Beginner,220000
Project Management Principles and Practices,"University of California, Irvine",SPECIALIZATION,4.7,Beginner,230000
English for Business and Entrepreneurship,University of Pennsylvania,COURSE,4.8,Beginner,230000
Mindshift: Break Through Obstacles to Learning and Discover Your Hidden Potential,McMaster University,COURSE,4.8,Beginner,230000
Design Thinking for Innovation,University of Virginia,COURSE,4.6,Beginner,240000
"HTML, CSS, and Javascript for Web Developers",Johns Hopkins University,COURSE,4.8,Mixed,240000
Machine Learning Foundations: A Case Study Approach,University of Washington,COURSE,4.6,Mixed,240000
Excel Skills for Business,Macquarie University,SPECIALIZATION,4.9,Beginner,240000
Convolutional Neural Networks,deeplearning.ai,COURSE,4.9,Intermediate,240000
"Programming Foundations with JavaScript, HTML and CSS",Duke University,COURSE,4.6,Beginner,250000
Object Oriented Java Programming: Data Structures and Beyond,University of California San Diego,SPECIALIZATION,4.7,Intermediate,250000
Methods and Statistics in Social Sciences,University of Amsterdam,SPECIALIZATION,4.6,Beginner,260000
What is Data Science?,IBM,COURSE,4.7,Beginner,260000
Finance & Quantitative Modeling for Analysts,University of Pennsylvania,SPECIALIZATION,4.5,Beginner,260000
Game Theory,Stanford University,COURSE,4.6,Beginner,260000
Greek and Roman Mythology,University of Pennsylvania,COURSE,4.8,Mixed,260000
An Introduction to Programming the Internet of Things (IOT),"University of California, Irvine",SPECIALIZATION,4.6,Beginner,270000
Introductory Human Physiology,Duke University,COURSE,4.7,Mixed,270000
Introduction to Psychology,Yale University,COURSE,4.9,Beginner,270000
Write Professional Emails in English,Georgia Institute of Technology,COURSE,4.7,Mixed,270000
Introduction to Mathematical Thinking,Stanford University,COURSE,4.8,Intermediate,270000
Introduction to Programming with MATLAB,Vanderbilt University,COURSE,4.8,Beginner,270000
"Improving Deep Neural Networks: Hyperparameter tuning, Regularization and Optimization",deeplearning.ai,COURSE,4.9,Beginner,270000
Mastering Data Analysis in Excel,Duke University,COURSE,4.2,Mixed,280000
Primeros Auxilios Psicológicos (PAP),Universitat Autònoma de Barcelona,COURSE,4.8,Mixed,280000
Technical Support Fundamentals,Google,COURSE,4.8,Beginner,280000
Web Design for Everybody: Basics of Web Development & Coding,University of Michigan,SPECIALIZATION,4.7,Beginner,280000
Business Analytics,University of Pennsylvania,SPECIALIZATION,4.6,Beginner,280000
Networking in Google Cloud,Google Cloud,SPECIALIZATION,4.7,Intermediate,290000
Fundamentals of Graphic Design,California Institute of the Arts,COURSE,4.8,Beginner,290000
Machine Learning,University of Washington,SPECIALIZATION,4.6,Intermediate,290000
Developing Applications with Google Cloud Platform,Google Cloud,SPECIALIZATION,4.7,Intermediate,300000
Security in Google Cloud Platform,Google Cloud,SPECIALIZATION,4.7,Intermediate,300000
Using Python to Access Web Data,University of Michigan,COURSE,4.8,Mixed,310000
Introduction to Data Science,IBM,SPECIALIZATION,4.6,Beginner,310000
Modern Art & Ideas,The Museum of Modern Art,COURSE,4.7,Beginner,310000
Cloud Engineering with Google Cloud,Google Cloud,PROFESSIONAL CERTIFICATE,4.7,Intermediate,310000
Finanzas personales,Universidad Nacional Autónoma de México,COURSE,4.8,Mixed,310000
Marketing in a Digital World,University of Illinois at Urbana-Champaign,COURSE,4.7,Beginner,310000
Architecting with Google Compute Engine,Google Cloud,SPECIALIZATION,4.7,Intermediate,310000
Advanced Data Science with IBM,IBM,SPECIALIZATION,4.4,Advanced,320000
A Life of Happiness and Fulfillment,Indian School of Business,COURSE,4.8,Mixed,320000
The Singer Songwriter,Berklee College of Music,SPECIALIZATION,4.8,Beginner,320000
Object Oriented Programming in Java,Duke University,SPECIALIZATION,4.6,Beginner,330000
Camino a la Excelencia en Gestión de Proyectos,Pontificia Universidad Católica de Chile,COURSE,4.7,Beginner,340000
Competitive Strategy and Organization Design,Ludwig-Maximilians-Universität München (LMU),SPECIALIZATION,4.7,Intermediate,350000
Google IT Support,Google,PROFESSIONAL CERTIFICATE,4.8,Beginner,350000
AI For Everyone,deeplearning.ai,COURSE,4.8,Beginner,350000
SAS Programmer,SAS,PROFESSIONAL CERTIFICATE,4.8,Beginner,370000
Stanford Introduction to Food and Health,Stanford University,COURSE,4.7,Beginner,370000
Introduction to Philosophy,The University of Edinburgh,COURSE,4.6,Mixed,370000
Digital Marketing,University of Illinois at Urbana-Champaign,SPECIALIZATION,4.6,Beginner,380000
Java Programming and Software Engineering Fundamentals,Duke University,SPECIALIZATION,4.6,Beginner,380000
Introduction to Data Science in Python,University of Michigan,COURSE,4.5,Intermediate,390000
First Step Korean,Yonsei University,COURSE,4.9,Beginner,400000
Python Data Structures,University of Michigan,COURSE,4.9,Mixed,420000
The Data Scientist’s Toolbox,Johns Hopkins University,COURSE,4.6,Mixed,420000
Grammar and Punctuation,"University of California, Irvine",COURSE,4.7,Mixed,430000
"Speak English Professionally: In Person, Online & On the Phone",Georgia Institute of Technology,COURSE,4.6,Mixed,430000
Project Management & Other Tools for Career Development,"University of California, Irvine",SPECIALIZATION,4.6,Beginner,440000
Financial Markets,Yale University,COURSE,4.8,Beginner,470000
Applied Data Science with Python,University of Michigan,SPECIALIZATION,4.5,Intermediate,480000
R Programming,Johns Hopkins University,COURSE,4.6,Intermediate,480000
IBM Data Science,IBM,PROFESSIONAL CERTIFICATE,4.6,Beginner,480000
Excel to MySQL: Analytic Techniques for Business,Duke University,SPECIALIZATION,4.6,Beginner,490000
Business Foundations,University of Pennsylvania,SPECIALIZATION,4.7,Beginner,510000
Academic English: Writing,"University of California, Irvine",SPECIALIZATION,4.7,Beginner,540000
Improve Your English Communication Skills,Georgia Institute of Technology,SPECIALIZATION,4.7,Beginner,610000
Neural Networks and Deep Learning,deeplearning.ai,COURSE,4.9,Intermediate,630000
Deep Learning,deeplearning.ai,SPECIALIZATION,4.8,Intermediate,690000
Data Science: Foundations using R,Johns Hopkins University,SPECIALIZATION,4.6,Beginner,740000
Successful Negotiation: Essential Strategies and Skills,University of Michigan,COURSE,4.8,Mixed,750000
English for Career Development,University of Pennsylvania,COURSE,4.8,Mixed,760000
Career Success,"University of California, Irvine",SPECIALIZATION,4.4,Beginner,790000
Data Science,Johns Hopkins University,SPECIALIZATION,4.5,Beginner,830000
Programming for Everybody (Getting Started with Python),University of Michigan,COURSE,4.8,Mixed,1300000
Python for Everybody,University of Michigan,SPECIALIZATION,4.8,Beginner,1500000
The Science of Well-Being,Yale University,COURSE,4.9,Mixed,2500000
Machine Learning,Stanford University,COURSE,4.9,Mixed,3200000
